,client_id,frequency,avg_pagetime,avg_unique_pageviews,transactions,goal2_completions,goal3_completions,goal4_completions,month,date,hour,minute,os,medium,channel,region,browser,device_category,stage,prev_stage1,prev_stage2,prev_stage3,ground_truth
2705,GA1186751838.1596603243,4,6.0,1.0,0,0,0,0,8,5,5,58,iOS,cpc,Display,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2706,GA1196343440.1598997617,2,0.0,1.0,0,0,0,0,9,1,15,0,iOS,(none),Direct,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2707,GA1179280859.1599092141,8,3.25,3.0,0,0,0,0,9,3,12,43,iOS,organic,Organic Search,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Window Shoppers
2708,GA1166786029.1598619223,2,1.0,1.0,0,0,0,0,8,28,5,53,Windows,cpc,Display,Ontario,Edge,desktop,Normal,Normal,Normal,Normal,Other Customers
2709,GA1057149232.1591969863,30,4.1,3.5,0,0,0,0,6,12,7,0,Chrome OS,cpc,Paid Search,Newfoundland and Labrador,Chrome,desktop,Window,Window,Normal,Window,Window Shoppers
2710,GA116476731.1596321103,10,10.6,1.2,0,0,0,0,8,1,15,35,iOS,organic,Organic Search,Alberta,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2711,GA1036973487.1599364737,22,27.727272727272727,1.7272727272727273,0,0,0,0,9,5,21,17,iOS,cpc,Paid Search,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2712,GA1117241955.1595352871,37,35.810810810810814,1.8918918918918919,0,0,0,0,7,21,13,41,iOS,(none),Direct,Alberta,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2713,GA116803923.1593069789,2,3.0,4.0,0,0,0,0,6,25,0,23,iOS,cpc,Display,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2714,GA1150714586.1595382474,28,10.857142857142858,1.5714285714285714,0,0,0,0,7,22,4,31,Windows,organic,Organic Search,Quebec,Edge,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2715,GA104337317.1590760957,2,8.0,2.0,0,0,0,0,5,29,7,2,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2716,GA1059159467.1504012958,4,6.5,2.5,0,0,0,0,8,11,7,41,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2717,GA1043201967.1591997447,12,41.5,1.8333333333333333,0,0,0,0,6,12,14,55,iOS,cpc,Paid Search,British Columbia,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2718,GA1026581104.1591585343,2,0.0,1.0,0,0,0,0,6,7,20,34,iOS,cpc,Display,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2719,GA1131784331.1590695267,12,51.833333333333336,0.8333333333333334,0,0,0,0,5,28,13,14,iOS,organic,Organic Search,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2720,GA1056513381.1598399322,4,18.5,1.5,0,0,0,0,8,25,16,49,Macintosh,organic,Organic Search,Nova Scotia,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2721,GA1182266558.1591400842,4,4.0,1.5,0,0,0,0,6,5,16,48,iOS,organic,Organic Search,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2722,GA1107101842.1594053738,10,6.0,2.4,0,0,0,0,7,6,9,46,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Window Shoppers
2723,GA1138658061.1594353735,6,15.333333333333334,1.0,0,0,0,0,7,9,21,4,Android,organic,Organic Search,British Columbia,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2724,GA1074154159.1595089070,2,0.0,1.0,0,0,0,0,7,18,9,17,Windows,organic,Organic Search,Borsod-Abauj-Zemplen,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
2725,GA1023441076.1592848238,4,10.5,1.0,0,0,0,0,6,22,10,51,Android,organic,Organic Search,Auvergne-Rhone-Alpes,Chrome,tablet,Normal,Normal,Normal,Normal,Other Customers
2726,GA1204705946.1585359724,330,34.875757575757575,1.284848484848485,0,20,20,10,7,20,21,42,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2727,GA1224213894.1592139750,6,28.0,1.3333333333333333,0,0,0,0,6,14,6,10,Android,organic,Organic Search,New Brunswick,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2728,GA1201101081.1594954367,48,7.3125,1.4375,0,0,0,0,7,16,20,7,iOS,referral,Social,Manitoba,Safari (in-app),mobile,Window,Window,Normal,Window,Other Customers
2729,GA1207559883.1593304936,28,50.642857142857146,1.6428571428571428,0,0,0,0,6,29,5,38,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2730,GA1149072014.1583718600,130,33.238461538461536,1.7615384615384615,13,9,9,9,6,15,4,27,Android,organic,Organic Search,Ontario,Chrome,mobile,Buyer,Buyer,Normal,Normal,Immediate Buyer
2731,GA1174347417.1597186756,22,6.454545454545454,1.7272727272727273,0,0,0,0,9,9,20,4,Android,referral,Social,Nova Scotia,Android Webview,tablet,Normal,Normal,Normal,Normal,Other Customers
2732,GA1025930661.1591564224,4,13.5,3.0,0,0,0,0,6,7,14,11,Android,cpc,Paid Search,Ontario,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
2733,GA1055141283.1519503741,4,5.0,1.0,0,0,0,0,8,26,4,59,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2734,GA1002062152.1597084673,4,1.0,1.0,0,0,0,0,8,10,11,38,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2735,GA1138853708.1593363025,50,13.44,0.88,0,0,0,0,6,28,15,58,iOS,organic,Organic Search,British Columbia,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2736,GA1104357029.1596478971,2,1.0,2.0,0,0,0,0,8,3,11,22,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
2737,GA1016093090.1591740104,2,2.0,1.0,0,0,0,0,6,9,15,1,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2738,GA1109575169.1590978891,2,2.0,1.0,0,0,0,0,5,31,19,34,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2739,GA1009798165.1599451029,17,22.11764705882353,1.588235294117647,0,0,0,0,9,9,20,45,iOS,referral,Referral,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2740,GA1200711071.1594311821,116,8.172413793103448,1.706896551724138,0,10,10,0,7,9,10,5,iOS,cpc,Paid Search,Ontario,Safari,mobile,Window,Buyer,Hesistant,Hesistant,Hesistant Customer
2741,GA1185969819.1598360858,251,15.00398406374502,1.346613545816733,9,9,9,9,9,9,10,39,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Immediate Buyer
2742,GA1058996828.1592744484,6,5.666666666666667,2.0,0,0,0,0,6,21,6,3,Android,cpc,Paid Search,Nova Scotia,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2743,GA1022963506.1594844701,4,9.0,1.0,0,0,0,0,7,18,3,22,Android,cpc,Paid Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2744,GA1084431916.1590944601,4,2.5,2.0,0,0,0,0,5,31,10,4,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2745,GA1172703718.1593024008,2,1.0,1.0,0,0,0,0,6,24,11,40,iOS,cpc,Display,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2746,GA1054054480.1599657515,299,32.852842809364546,0.5785953177257525,0,9,0,0,9,9,13,18,iOS,cpc,Paid Search,Ontario,Safari,tablet,Window,Buyer,Hesistant,Hesistant,Hesistant Customer
2747,GA1191857975.1598141030,6,62.666666666666664,1.6666666666666667,0,0,0,0,8,22,17,13,Macintosh,organic,Organic Search,Northwest Territories,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2748,GA1000258546.1598988709,14,38.714285714285715,0.5714285714285714,0,0,0,0,9,1,12,38,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2749,GA1016304034.1590626862,10,6.8,2.2,0,0,0,0,6,2,18,36,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2750,GA1192624959.1591219495,28,8.071428571428571,1.7857142857142858,0,0,0,0,6,14,18,3,Macintosh,(none),Direct,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2751,GA1206544999.1592420062,2,0.0,1.0,0,0,0,0,6,17,11,54,iOS,cpc,Paid Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2752,GA1128747306.1572274955,6,10.5,1.5,0,0,0,0,8,31,7,59,Windows,cpc,Paid Search,Newfoundland and Labrador,Internet Explorer,desktop,Window,Window,Normal,Window,Hesistant Customer
2753,GA1230091467.1594082713,2,1.0,1.0,0,0,0,0,7,6,17,45,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2754,GA1110818376.1599427622,2,8.0,2.0,0,0,0,0,9,6,14,27,iOS,organic,Organic Search,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2755,GA1029860968.1592406609,10,12.0,3.0,0,0,0,0,6,17,8,14,iOS,cpc,Paid Search,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2756,GA1134834235.1599271891,8,4.25,2.5,0,0,0,0,9,4,19,14,Macintosh,organic,Organic Search,British Columbia,Safari,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2757,GA1003042780.1599168391,8,10.25,2.0,0,0,0,0,9,3,14,29,Macintosh,organic,Organic Search,Alberta,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2758,GA1217115130.1591368141,6,0.6666666666666666,1.0,0,0,0,0,6,8,16,2,iOS,(none),Direct,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Other Customers
2759,GA1191257716.1599624803,10,8.8,1.8,0,0,0,0,9,8,21,17,Android,cpc,Paid Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2760,GA1204130156.1593131272,24,16.083333333333332,1.0833333333333333,0,0,0,0,6,25,17,38,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2761,GA1080796404.1591548570,9,5.666666666666667,1.6666666666666667,0,0,0,0,6,7,9,51,iOS,referral,Social,Quebec,Safari (in-app),mobile,Window,Window,Normal,Window,Other Customers
2762,GA1077644614.1595116289,2,1.0,1.0,0,0,0,0,7,18,16,51,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2763,GA1104304801.1591989525,20,5.8,2.1,0,0,0,0,6,12,12,27,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2764,GA1216385929.1598037463,2,9.0,3.0,0,0,0,0,8,21,12,17,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2765,GA1062974227.1591233267,2,1.0,1.0,0,0,0,0,6,3,18,14,iOS,(none),Direct,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
2766,GA1168425557.1597232812,6,6.666666666666667,1.6666666666666667,0,0,0,0,8,12,4,48,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2767,GA1110671918.1598743472,2,5.0,2.0,0,0,0,0,8,29,16,24,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
2768,GA103826118.1592528574,2,1.0,1.0,0,0,0,0,6,18,18,2,Android,cpc,Display,Ontario,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
2769,GA1081073732.1596472182,30,7.3,2.2,0,0,0,0,8,3,9,38,iOS,(none),Direct,Ontario,Safari,mobile,Window,Window,Normal,Window,Window Shoppers
2770,GA1166617025.1552161904,2,3.0,1.0,0,0,0,0,8,28,11,40,iOS,organic,Organic Search,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
2771,GA1033548417.1596570411,8,4.75,1.625,0,0,0,0,8,4,12,47,iOS,organic,Organic Search,Ontario,Safari,mobile,Window,Window,Normal,Window,Other Customers
2772,GA119144518.1591756849,4,5.0,1.5,0,0,0,0,6,9,19,37,Windows,referral,Social,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
2773,GA1143421556.1591148997,14,4.142857142857143,2.5714285714285716,0,0,0,0,6,2,18,55,Windows,cpc,Paid Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2774,GA1128502389.1590764921,4,10.5,2.0,0,0,0,0,5,29,8,9,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2775,GA118096595.1597786412,10,9.0,1.4,0,0,0,0,8,18,14,37,iOS,organic,Organic Search,Newfoundland and Labrador,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2776,GA1104867840.1592058005,6,7.333333333333333,1.6666666666666667,0,0,0,0,6,13,7,22,iOS,cpc,Paid Search,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2777,GA1072396990.1598534009,30,8.0,3.0,0,10,10,0,8,27,6,15,Macintosh,organic,Organic Search,Nova Scotia,Safari,desktop,Window,Buyer,Hesistant,Hesistant,Hesistant Customer
2778,GA1209476697.1598895989,2,0.0,1.0,0,0,0,0,8,31,10,46,iOS,cpc,Paid Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2779,GA1043909869.1594745823,22,7.545454545454546,1.6363636363636365,0,0,0,0,9,3,16,27,Android,referral,Social,Ontario,Android Webview,tablet,Normal,Normal,Normal,Normal,Other Customers
2780,GA101616262.1591052392,2,1.0,1.0,0,0,0,0,6,1,15,59,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2781,GA1219797002.1595643577,2,1.0,1.0,0,0,0,0,7,24,19,19,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2782,GA1188607449.1541439986,4,5.5,1.5,0,0,0,0,7,20,11,11,iOS,cpc,Display,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2783,GA1126277079.1591969658,2,1.0,1.0,0,0,0,0,6,12,6,47,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2784,GA101844792.1592000099,26,17.076923076923077,0.9230769230769231,0,0,0,0,6,12,15,29,Android,organic,Organic Search,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2785,GA1097599962.1593606874,12,7.0,1.5,0,0,0,0,7,1,5,37,iOS,organic,Organic Search,Quebec,Safari,mobile,Window,Window,Normal,Window,Other Customers
2786,GA109792646.1591238800,8,11.0,1.25,0,0,0,0,6,3,19,49,iOS,referral,Social,Nova Scotia,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2787,GA1110963189.1591306687,2,2.0,1.0,0,0,0,0,6,4,14,38,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2788,GA1059874063.1590790134,2,0.0,1.0,0,0,0,0,5,29,15,8,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2789,GA1063978349.1591397658,4,10.0,1.0,0,0,0,0,6,5,15,56,Android,(none),Direct,Manitoba,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2790,GA1044699784.1591093654,2,1.0,1.0,0,0,0,0,6,2,3,27,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2791,GA103389379.1592095675,18,9.5,1.6666666666666667,0,0,0,0,6,13,17,57,Macintosh,organic,Organic Search,Ontario,Chrome,desktop,Window,Window,Normal,Window,Hesistant Customer
2792,GA1101816218.1598563244,2,1.0,1.0,0,0,0,0,8,27,14,20,Macintosh,referral,Referral,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2793,GA1128253946.1589845918,10,6.4,2.8,0,0,0,0,6,6,17,24,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Window Shoppers
2794,GA1206995244.1595469623,21,10.428571428571429,1.5714285714285714,0,0,0,0,7,22,19,11,Android,referral,Social,Ontario,Android Webview,mobile,Window,Window,Normal,Window,Hesistant Customer
2795,GA1103098504.1591760652,2,0.0,1.0,0,0,0,0,6,9,20,44,Macintosh,(none),Direct,Alberta,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2796,GA1102758818.1594056170,4,4.0,1.0,0,0,0,0,7,6,10,23,Android,cpc,Paid Search,Ontario,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
2797,GA1178799062.1598999761,3,7.0,1.0,0,0,0,0,9,1,15,36,iOS,referral,Social,(not set),Safari,mobile,Window,Window,Normal,Normal,Other Customers
2798,GA1053646536.1590359314,10,6.0,2.2,0,0,0,0,5,30,6,23,Android,organic,Organic Search,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Window Shoppers
2799,GA1168568403.1592136971,4,3.5,2.0,0,0,0,0,6,14,5,17,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2800,GA1060170115.1598647370,4,5.0,1.5,0,0,0,0,8,28,13,43,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2801,GA1196370358.1595126549,2,2.0,1.0,0,0,0,0,7,18,19,42,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2802,GA1167134625.1593117611,8,123.0,0.75,0,0,0,0,6,25,14,4,Macintosh,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2803,GA1020620869.1593902440,130,16.523076923076925,1.4461538461538461,0,18,50,0,7,7,22,24,Android,cpc,Paid Search,Ontario,Samsung Internet,mobile,Normal,Buyer,Hesistant,Buyer,Hesistant Customer
2804,GA1128964901.1590948422,2,2.0,1.0,0,0,0,0,5,31,11,7,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2805,GA1188379339.1591112384,6,5.333333333333333,1.6666666666666667,0,0,0,0,6,2,8,41,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2806,GA105379412.1594703817,2,0.0,1.0,0,0,0,0,7,13,22,16,Macintosh,(none),Direct,British Columbia,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2807,GA1137056103.1594735727,10,10.0,1.4,0,0,0,0,7,14,7,12,Android,cpc,Paid Search,Alberta,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2808,GA1225535969.1592237988,6,35.0,1.6666666666666667,0,0,0,0,6,15,9,13,Windows,organic,Organic Search,Quebec,Internet Explorer,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2809,GA111606082.1594290292,4,0.5,1.5,0,0,0,0,7,9,3,25,iOS,organic,Organic Search,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2810,GA1009421673.1594828435,4,52.5,1.5,0,0,0,0,7,15,8,59,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
2811,GA1157055271.1571490320,76,4.7894736842105265,2.8815789473684212,0,0,0,0,6,20,13,50,Windows,referral,Referral,Newfoundland and Labrador,Edge,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2812,GA1196578670.1591408956,84,11.55952380952381,2.4166666666666665,0,0,0,0,6,6,10,1,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2813,GA1061227331.1598199147,2,0.0,1.0,0,0,0,0,8,23,9,12,Linux,(none),Direct,Tokyo,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
2814,GA1142968006.1591028351,12,11.333333333333334,1.5,0,0,0,0,6,1,9,25,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2815,GA1141046275.1598888324,2,0.0,1.0,0,0,0,0,8,31,8,38,iOS,organic,Organic Search,England,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
2816,GA1075372343.1595875917,10,2.6,1.8,0,0,0,0,7,27,19,1,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
2817,GA1001325210.1591800128,2,6.0,4.0,0,0,0,0,6,10,7,42,iOS,(none),Direct,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2818,GA1221114986.1579455140,10,21.4,1.0,0,0,0,0,7,24,17,13,iOS,(none),Direct,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2819,GA1132335700.1599149911,2,4.0,2.0,0,0,0,0,9,3,9,18,iOS,organic,Organic Search,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2820,GA1020938607.1590768768,74,42.729729729729726,0.1891891891891892,0,0,0,0,5,29,10,47,Windows,(none),Direct,Chandigarh,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2821,GA10733477.1598272076,2,0.0,1.0,0,0,0,0,8,24,5,27,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2822,GA1080155349.1591283928,41,14.365853658536585,1.2195121951219512,0,0,0,0,6,9,10,11,Windows,(none),Direct,Quebec,Chrome,desktop,Normal,Normal,Window,Window,Hesistant Customer
2823,GA1089568205.1599327570,2,36.0,1.0,0,0,0,0,9,5,10,39,iOS,organic,Organic Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
2824,GA1016459632.1592604534,6,9.666666666666666,1.3333333333333333,0,0,0,0,6,19,15,10,Windows,organic,Organic Search,Quebec,Edge,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2825,GA1055544860.1592135469,34,11.117647058823529,1.411764705882353,0,0,0,0,6,14,13,59,Android,cpc,Display,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2826,GA1105908539.1593133350,2,6.0,2.0,0,0,0,0,6,25,18,2,iOS,organic,Organic Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
2827,GA1212380214.1594221479,42,11.404761904761905,1.1666666666666667,0,0,0,0,7,17,11,47,iOS,referral,Referral,Ontario,Safari (in-app),tablet,Window,Window,Normal,Window,Hesistant Customer
2828,GA1140044049.1595626877,18,9.777777777777779,1.6666666666666667,0,0,0,0,7,24,14,49,Android,(none),Direct,Ontario,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2829,GA1035568695.1595902800,10,11.4,1.4,0,0,0,0,7,27,19,24,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2830,GA1158765048.1591633296,4,2.0,2.5,0,0,0,0,6,8,9,22,Windows,cpc,Paid Search,Alberta,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2831,GA1210300557.1598031285,90,19.68888888888889,0.9555555555555556,0,0,0,0,9,2,12,51,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
2832,GA1056714009.1591735791,10,10.2,1.4,0,0,0,0,6,9,18,18,iOS,organic,Organic Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
2833,GA1153022600.1594485046,2,1.0,1.0,0,0,0,0,7,11,9,30,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2834,GA1196838369.1598494295,4,6.5,1.5,0,0,0,0,8,26,19,12,Macintosh,organic,Organic Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2835,GA1011235175.1595079743,255,23.737254901960785,1.4941176470588236,0,50,43,9,9,8,5,46,Macintosh,referral,Referral,Saskatchewan,Safari,desktop,Normal,Buyer,Hesistant,Hesistant,Hesistant Customer
2836,GA1026141437.1598319465,2,2.0,2.0,0,0,0,0,8,24,18,37,Macintosh,cpc,Paid Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2837,GA1196868796.1590972038,12,3.1666666666666665,2.3333333333333335,0,0,0,0,6,1,5,6,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Window Shoppers
2838,GA1078072974.1594839124,2,0.0,1.0,0,0,0,0,7,15,11,52,iOS,cpc,Display,Nova Scotia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2839,GA1024202943.1591390396,2,0.0,1.0,0,0,0,0,6,5,13,53,iOS,(none),Direct,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
2840,GA1151530402.1591664557,8,2.25,3.0,0,0,0,0,6,19,15,51,Windows,cpc,Paid Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
2841,GA1045051714.1589288045,8,7.75,1.25,0,0,0,0,6,12,9,2,Android,organic,Organic Search,New Brunswick,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2842,GA1018056086.1591495671,6,8.0,1.0,0,0,0,0,6,6,19,9,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2843,GA1136433220.1590792831,6,9.0,1.0,0,0,0,0,5,29,15,55,iOS,(none),Direct,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2844,GA1140801947.1596716195,2,0.0,1.0,0,0,0,0,8,6,5,16,Android,cpc,Display,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
2845,GA1050869989.1591362862,96,39.947916666666664,1.3125,9,9,9,9,6,10,8,42,iOS,referral,Referral,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Immediate Buyer
2846,GA1085853903.1599608643,8,10.25,1.5,0,0,0,0,9,8,16,47,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2847,GA1104088326.1591193211,4,15.5,2.5,0,0,0,0,6,3,7,8,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
2848,GA1148003106.1598732296,10,13.0,1.0,0,0,0,0,8,29,13,22,iOS,cpc,Paid Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
2849,GA1197454498.1593221274,57,7.140350877192983,1.1578947368421053,0,0,0,0,7,30,17,56,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
2850,GA1078219080.1591479168,2,1.0,1.0,0,0,0,0,6,6,14,32,iOS,referral,Social,British Columbia,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Other Customers
2851,GA1205712705.1592610162,2,1.0,1.0,0,0,0,0,6,19,16,42,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
2852,GA1229168029.1599057625,2,0.0,1.0,0,0,0,0,9,2,7,40,iOS,cpc,Display,Manitoba,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
